行,名前,ローマ字
い,今井美樹,imaimiki
い,忌野清志郎,imawanokiyoshirou
い,イルカ,iruka
い,岩男潤子,iwaojunko
い,岩崎宏美,iwasakihiromi
い,岩田さゆり,iwatasayuri
い,INSPi,insupi
い,INFINITY16,infiniteishikkusutei-n
う,Wink,uinku
う,w-inds.,uinzu
う,UA,u-a
う,UVERworld,u-ba-wa-rudo
う,上田正樹,uedamasaki
う,上戸彩,uetoaya
う,上原あずみ,ueharaazumi
う,植村花菜,uemurakana
う,宇崎竜童,uzakiryuudou
う,うしろ髪ひかれ隊,ushirogamihikaretai
う,うしろゆびさされ組,ushiroyubisasaregumi
う,宇多田ヒカル,utadahikaru
う,宇都宮隆,utsunomiyatakashi
う,宇徳敬子,utokukeiko
う,ウルフルズ,urufuruzu
え,AIR,ea
え,ARB,eia-rubi-
え,AKB48,eikeibi-fo-teieito
え,H Jungle With t,eichijanguruuizutei-
え,H2O,eichitsu-o-
え,HY,eichiwai
え,エキセントリック少年ボウイオールスターズ,ekisentorikkushounenbouio-rusuta-zu
え,EXILE,eguzairu
え,EGOIST,egoisuto
え,Echoes,eko-zu
え,EGO-WRAPPIN',egorappin
え,SKE48,esukeii-fo-teieito
え,X JAPAN,ekkusujapan
え,NMB48,enuemubi-fo-teieito
え,NYC,enuwaishi-
え,榎本くるみ,enomotokurumi
え,恵比寿マスカッツ,ebisumasukattsu
え,FTISLAND,efutei-airando
え,Every Little Thing,eburiritorushingu
え,EPO,epo
え,m-flo,emufurou
え,L⇔R,erua-ru
え,LM.C,eruemushi-
え,ELLEGARDEN,erurega-den
え,エレファントカシマシ,erefantokashimashi
え,ENDLICHERI☆ENDLICHERI,endorikeri-endorikeri-
え,YEN TOWN BAND,entaunbando
お,及川光博,oikawamitsuhiro
お,OGRE YOU ASSHOLE,ougayu-asuho-ru
お,王様,ousama
お,大泉洋,ooizumiyou
お,大江千里,ooesenri
お,大黒摩季,ooguromaki
お,大沢誉志幸,oosawayoshiyuki
お,OCEANLANE,o-shanre-n
お,大滝詠一,ootakieiichi
お,大塚愛,ootsukaai
お,大槻ケンヂ,ootsukikenji
お,大貫妙子,oonukitaeko
お,大橋卓弥,oohashitakuya
お,おおはた雄一,oohatayuuichi
お,岡崎律子,okazakiritsuko
お,岡村孝子,okamuratakako
お,岡村靖幸,okamurayasuyuki
お,岡本真夜,okamotomayo
お,荻野目洋子,oginomeyouko
お,奥井雅美,okuimasami
お,奥田民生,okudatamio
お,奥田美和子,okudamiwako
お,奥華子,okuhanako
お,小椋佳,ogurakei
お,尾崎亜美,ozakiami
お,尾崎紀世彦,ozakikiyohiko
お,尾崎豊,ozakiyutaka
お,小沢健二,ozawakenji
お,押尾コータロー,oshioko-taro-
お,小田和正,odakazumasa
お,織田哲郎,odatetsurou
お,小谷美紗子,odanimisako
お,織田裕二,odayuuji
お,男闘呼組,otokogumi
お,鬼束ちひろ,onitsukachihiro
お,小野正利,onomasatoshi
お,小野リサ,onorisa
お,オフコース,ofuko-su
お,OBLIVION DUST,oburibiondasuto
お,オメガトライブ,omegatoraibu
お,ORIGINAL LOVE,orijinarurabu
お,オルケスタ・デ・ラ・ルス,orukesutaderarusu
お,orange pekoe,orenjipeko-
お,ORANGE RANGE,orenjirenji
お,陰陽座,onmyouza
か,Gargoyle,ga-goiru
か,カーネーション,ka-ne-shon
か,GARNET CROW,ga-nettokurou
か,Curly Giraffe,ka-ri-jirafu
か,GIRL NEXT DOOR,ga-runekusutodoa
か,海援隊,kaientai
か,甲斐バンド,kaibando
か,Kylee,kairi-
か,GAO,gao
か,ガガガSP,gagagasupesharu
か,GAKU-MC,gakuemushi-
か,Gackt,gakuto
か,かぐや姫,kaguyahime
か,蜉蝣,kagerou
か,CASIOPEA,kashiopea
か,カジヒデキ,kajihideki
か,柏原芳恵,kashiwabarayoshie
か,CASCADE,kasuke-do
か,GASTUNK,gasutanku
か,カズン,kazun
か,the GazettE,gazetto
か,勝手にしやがれ,kattenishiyagare
か,加藤いづみ,katouizumi
か,KAT-TUN,katou-n
か,加藤英美里,katouemiri
か,加藤和樹,katoukazuki
か,加藤登紀子,katoutokiko
か,加藤ミリヤ,katoumiriya
か,加藤ミリヤ×清水翔太,katoumiriya-shimizushouta
か,角松敏生,kadomatsutoshiki
か,我那覇美奈,ganahamina
か,kannivalism,kanivarizumu
か,カノン,kanon
か,華原朋美,kaharatomomi
か,カヒミ・カリィ,kahimikarii
か,capsule,kapuseru
か,上木彩矢,kamikiaya
か,神谷浩史+小野大輔,kamiyahiroshi-onodaisuke
か,神山純一,kamiyamajun-ichi
か,COMEBACK MY DAUGHTERS,kamubakkumaido-ta-zu
か,嘉門達夫,kamontatsuo
か,加山雄三,kayamayuuzou
か,COLOR,kara-
か,辛島美登里,karashimamidori
か,Kalafina,karafina
か,cali≠gari,karigari
か,狩人,karyuudo
か,かりゆし58,kariyushigojuuhachi
か,Galneryus,garuneriusu
か,河合奈保子,kawainaoko
か,河口恭吾,kawaguchikiyougo
か,川嶋あい,kawashimaai
か,河島英五,kawashimaeigo
か,川田まみ,kawadamami
か,川村結花,kawamurayuka
か,河村隆一,kawamuraryuuichi
か,川本真琴,kawamotomakoto
か,KAN,kan
か,関ジャニ∞[エイト],kanjanieito
か,菅野よう子,kannoyouko
き,木更津キャッツアイ feat.MCU,kisarazukyattsuai-emushi-yu-
き,氣志團,kishidan
き,来生たかお,kisugitakao
き,Kis-My-Ft2,kisumaifuttotsu-
き,ギターウルフ,gita-urufu
き,喜多修平,kitashuuhei
き,北出菜奈,kitadenana
き,吉川晃司,kikkawakouji
き,吉川友,kikkawayuu
き,KICK THE CAN CREW,kikkuzakankuru-
き,喜納昌吉＆チャンプルーズ,kinashoukichiandochanpuru-zu
き,木根尚登,kinenaoto
き,キマグレン,kimaguren
き,木村カエラ,kimurakaera
き,KIMONOS,kimonosu
き,木山裕策,kiyamayuusaku
き,きゃりーぱみゅぱみゅ,kyari-pamyupamyu
き,キャロル,kyaroru
き,キャンディーズ,kyandi-zu
き,Q;indivi starring Rin Oikawa,kyu-indivisuta-ringurin-oikawa
き,℃-ute,kyu-to
き,9mm Parabellum Bullet,kyu-miriparaberamubaretto
き,CUNE,kyu-n
き,CUBISMO GRAFICO FIVE,kyubizumogurafikofaibu
き,清木場俊介,kiyokibashunsuke
き,清春,kiyoharu
き,キリト,kirito
き,キリンジ,kirinji
き,Kiroro,kiroro
き,KinKi Kids,kinkikizzu
き,銀杏BOYZ,ginnanbo-izu
き,筋肉少女帯,kinnikushoujotai
き,キンモクセイ,kinmokusei
く,空気公団,kuukikoudan
く,くず,kuzu
く,楠瀬誠志郎,kusunoseseishirou
く,工藤静香,kudoushizuka
く,Guniw Tools,gunyuutsu-ru
く,久宝留理子,kuboururiko
く,久保田早紀,kubotasaki
く,久保田利伸,kubotatoshinobu
く,熊木杏里,kumakianri
く,倉木麻衣,kurakimai
く,GRASS VALLEY,gurasubare-
く,クラムボン,kuramubon
く,ClariS,kurarisu
く,GRANRODEO,guranrodeo
く,GReeeeN,guri-n
く,クリスタルキング,kurisutarukingu
く,Crystal Kay,kurisutarukei
く,THE GROOVERS,guru-ba-zu
く,くるり,kururi
く,GLAY,gurei
く,クレイジーキャッツ,kureiji-kyattsu
く,クレイジーケンバンド,kureiji-kenbando
く,CRAZE,kureizu
く,GRAPEVINE,gureipubain
く,GREAT 3,gure-tosuri-
く,KREVA,kureba
く,globe,guro-bu
く,黒木メイサ,kurokimeisa
く,ザ・クロマニヨンズ,kuromaniyonzu
く,黒夢,kuroyume
く,桑島法子,kuwashimahouko
く,桑田佳祐,kuwatakeisuke
く,桑田佳祐＆Mr.Children,kuwatakeisukeandomisuta-chirudoren
く,KUWATA BAND,kuwatabando
け,GEISHA GIRLS,geishaga-ruzu
け,劇団四季,gekidanshiki
け,ケツメイシ,ketsumeishi
け,CHEMISTRY,kemisutori-
け,KEMURI,kemuri
け,KEN ISHII,ken-ishii
け,元気ロケッツ,genkirokettsu
け,研ナオコ,kennaoko
こ,小泉今日子,koizumikyouko
こ,國府田マリ子,koudamariko
こ,倖田來未,koudakumi
こ,郷ひろみ,gouhiromi
こ,KOH+,koupurasu
こ,GOING UNDER GROUND,go-inguanda-guraundo
こ,GO！GO！7188,go-go-nanaichihachihachi
こ,KOJI 1200,ko-jitouerubuhandoreddo
こ,CORNELIUS,ko-neriasu
こ,Go-Bang's,go-banzu
こ,ゴールデンボンバー,go-rudenbonba-
こ,KOKIA,kokia
こ,CoCo,koko
こ,小坂忠,kosakachuu
こ,越路吹雪,koshijifubuki
こ,小島麻由美,kojimamayumi
こ,ザ50回転ズ,gojukkaitenzu
こ,ゴスペラーズ,gosupera-zu
こ,ゴダイゴ,godaigo
こ,Cocco,kokko
こ,後藤真希,gotoumaki
こ,KOTOKO,kotoko
こ,コトリンゴ,kotoringo
こ,小西康陽,konishiyasuharu
こ,小比類巻かほる,kohiruimakikahoru
こ,コブクロ,kobukuro
こ,ザ・コブラツイスターズ,koburatsuisuta-zu
こ,小松未歩,komatsumiho
こ,小室哲哉,komurotetsuya
こ,米米CLUB,komekomekurabu
こ,小柳ゆき,koyanagiyuki
こ,COALTAR OF THE DEEPERS,ko-ruta-obuzadi-pa-zu
こ,THE COLLECTORS,korekuta-zu
こ,ゴンチチ,gonchichi
こ,近藤房之助,kondoufusanosuke
こ,近藤真彦,kondoumasahiko
こ,COMPLEX,konpurekkusu
さ,ZARD,za-do
さ,SURFACE,sa-fisu
さ,西城秀樹,saijouhideki
さ,PSY・S,saizu
さ,斉藤和義,saitoukazuyoshi
さ,斉藤由貴,saitouyuki
さ,SILENT POETS,sairentopoetsu
さ,Sound Horizon,saundohoraizun
さ,三枝夕夏 IN db,saegusayuukaindeshiberu
さ,酒井法子,sakainoriko
さ,さかいゆう,sakaiyuu
さ,サカナクション,sakanakushon
さ,坂本真綾,sakamotomaaya
さ,坂本美雨,sakamotomiu
さ,坂本龍一,sakamotoryuuichi
さ,鷺巣詩郎,sagisushirou
さ,崎谷健次郎,sakiyakenjirou
さ,SAKEROCK,sakerokku
さ,笹川美和,sasagawamiwa
さ,サザンオールスターズ,sazan-o-rusuta-zu
さ,サスケ,sasuke
さ,ZAZEN BOYS,zazenbo-izu
さ,さだまさし,sadamasashi
さ,SADS,sazzu
さ,サディスティック・ミカ・バンド,sadisuteikkumikabando
さ,佐藤竹善,satouchikuzen
さ,サニーデイ・サービス,sani-deisa-bisu
さ,佐野元春,sanomotoharu
さ,ZABADAK,zabadakku
さ,Salyu,saryu
さ,猿岩石,saruganseki
さ,沢田研二,sawadakenji
さ,沢田知可子,sawadachikako
さ,三代目 J Soul Brothers,sandaimejieisouruburaza-zu
さ,サンディー,sandi-
さ,サンボマスター,sanbomasuta-
し,シアターブルック,shiata-burukku
し,CNBLUE,shi-enuburu-
し,C-C-B,shi-shi-bi-
し,See-Saw,shi-so-
し,SHEENA ＆ THE ROKKETS,shi-naandozarokettsu
し,椎名へきる,shiinahekiru
し,椎名恵,shiinamegumi
し,椎名林檎,shiinaringo
し,椎名林檎×斎藤ネコ,shiinaringo-saitouneko
し,SEAMO,shi-mo
し,J-WALK,jieiuo-ku
し,ジェイク・シマブクロ,jieikushimabukuro
し,J Soul Brothers,jieisouruburaza-zu
し,J-FRIENDS,jieifurenzu
し,shela,shiera
し,SION,shion
し,志方あきこ,shikataakiko
し,ZIGGY,jigi-
し,ZI:KILL,jikiru
し,ZIGZO,jiguzo
し,JITTERIN'JINN,jittarinjin
し,シド,shido
し,篠原ともえ,shinoharatomoe
し,柴咲コウ,shibasakikou
し,柴田淳,shibatajun
し,ZEEBRA,jibura
し,島谷ひとみ,shimatanihitomi
し,清水翔太,shimizushouta
し,下川みくに,shimokawamikuni
し,霜月はるか,shimotsukiharuka
し,SHERBETS,sha-bettsu
し,SHAKA LABBITS,shakarabittsu
し,Jazztronik,jazutoronikku
し,JASMINE,jasumin
し,ジャパハリネット,japaharinetto
し,SIAM SHADE,shamushieido
し,JAM Project,jamupurojiekuto
し,シャ乱Q,sharankyu-
し,Jungle Smile,jangurusumairu
し,Janne Da Arc,jannudaruku
し,19,ju-ku
し,ジューシィ・フルーツ,ju-shiifuru-tsu
し,修二と彰,shuujitoakira
し,sugar soul,shuga-souru
し,SUGAR BABE,shuga-beibu
し,樹海,jukai
し,JUJU,juju
し,JUDY AND MARY,judiandomari-
し,JUN SKY WALKER（S）,junsukaiuo-ka-zu
し,ジュンス／ジェジュン／ユチョン,junsu-jiejun-yuchon
し,少女時代,shoujojidai
し,湘南乃風,shounannokaze
し,少年隊,shounentai
し,少年ナイフ,shounennaifu
し,SHOW-YA,shouya
し,Chocolat,shokora
し,ジョンフン,jonfun
し,SILVA,shiruba
し,Syrup16g,shiroppujuurokuguramu
し,SINGER SONGER,shinga-songa-
し,SING LIKE TALKING,shinguraikuto-kingu
し,神聖かまってちゃん,shinseikamattechan
し,シンバルズ,shinbaruzu
し,神保彰,jinboakira
す,SUITE CHIC,sui-toshi-ku
す,ZOO,zu-
す,SUPERCAR,su-pa-ka-
す,SUPER☆GiRLS,su-pa-ga-ruzu
す,SUPER JUNIOR,su-pa-junia
す,SUPER STUPID,su-pa-suteyu-piddo
す,supercell,su-pa-seru
す,SUPER BUTTER DOG,su-pa-bata-doggusu
す,Superfly,su-pa-furai
す,SUEMITSU ＆ THE SUEMITH,suemitsuandozasuemisu
す,スガシカオ,sugashikao
す,すかんち,sukanchi
す,スキップカウズ,sukippukauzu
す,スキマスイッチ,sukimasuitchi
す,SCAFULL KING,sukyafurukingu
す,杉山清貴,sugiyamakiyotaka
す,すぎやまこういち,sugiyamakouichi
す,SCANDAL,sukyandaru
す,Skoop On Somebody,suku-puonsamubadi
す,school food punishment,suku-rufu-dopanisshumento
す,スケボーキング,sukebo-kingu
す,鈴木あみ,suzukiami
す,鈴木聖美,suzukikiyomi
す,鈴木慶一,suzukikeiichi
す,鈴木祥子,suzukishouko
す,鈴木雅之,suzukimasayuki
す,鈴村健一,suzumuraken-ichi
す,STARDUST REVUE,suta-dasutorebyu-
す,ザ・スターリン,suta-rin
す,STANCE PUNKS,sutansupankusu
す,スチャダラパ-,suchadarapa-
す,Steady＆Co.,sutediandoko-
す,ステレオポニー,sutereoponi-
す,ザ・ストリート・スライダーズ,sutori-tosuraida-zu
す,THE STREET BEATS,sutori-tobi-tsu
す,STRAIGHTENER,sutoreitena-
す,SNAIL RAMP,suneiruranpu
す,スネークマン・ショー,sune-kumansho-
す,スネオヘアー,suneohea-
す,頭脳警察,zunoukeisatsu
す,SPARTA LOCALS,suparutaro-karuzu
す,SPEED,supi-do
す,speena,supi-na
す,スピッツ,supittsu
す,スフィア,sufia
す,SPECIAL OTHERS,supesharuaza-su
す,S/mileage,sumaire-ji
す,SMAP,sumappu
す,スムルース,sumuru-su
せ,聖飢魔-,seikimatsu
せ,セカイイチ,sekaiichi
せ,SEKAI NO OWARI,sekainoowari
せ,関智一,sekitomokazu
せ,Sexy Zone,sekushi-zo-n
せ,SEX MACHINEGUNS,sekkusumashinganzu
せ,ZEPPET STORE,zepettosutoa
せ,ゼリ→,zeri-
せ,ZERO,zero
せ,S.E.N.S.,sensu
そ,"SOIL＆""PIMP""SESSIONS",soiruandopinpusesshonzu
そ,相対性理論,soutaiseiriron
そ,SOUL'd OUT,sourudoauto
そ,ソウル・フラワー・ユニオン,sourufurawa-yunion
そ,Sowelu,soeru
そ,ZONE,zo-n
そ,曽我部恵一,sokabekeiichi
そ,SOTTE BOSSE,sottobosse
そ,SOFFet,soffe
そ,Sonar Pocket,sona-poketto
そ,ソニン,sonin
そ,SOPHIA,sofia
そ,SOFT BALLET,sofutobaree
そ,SOFTBALL,sofutobo-ru
た,ザ・タイガース,taiga-su
た,大国男児,daikokudanji
た,DAISHI DANCE,daishidansu
た,大事MANブラザーズバンド,daijimanburaza-zubando
た,タイナカサチ,tainakasachi
た,downy,dauni-
た,高岡早紀,takaokasaki
た,高垣彩陽,takagakiayahi
た,高木正勝,takagimasakatsu
た,高田渡,takadawataru
た,高中正義,takanakamasayoshi
た,高野寛,takanohiroshi
た,高橋克典,takahashikatsunori
た,高橋直純,takahashinaozumi
た,高橋瞳,takahashihitomi
た,高橋真梨子,takahashimariko
た,高橋優,takahashiyuu
た,高橋幸宏,takahashiyukihiro
た,高橋洋子,takahashiyouko
た,貴水博之,takamihiroyuki
た,宝塚歌劇団,takarazukakagekidan
た,滝沢秀明,takizawahideaki
た,竹内まりや,takeuchimariya
た,武田鉄矢,takedatetsuya
た,tacica,tashika
た,タッキー＆翼,takki-andotsubasa
た,TAK MATSUMOTO,takkumatsumoto
た,田中フミヤ,tanakafumiya
た,田中理恵,tanakarie
た,谷村新司,tanimurashinji
た,谷村奈南,tanimuranana
た,谷村有美,tanimurayumi
た,谷山浩子,taniyamahiroko
た,田原俊彦,taharatoshihiko
た,DA PUMP,dapanpu
た,DOUBLE,daburu
た,SS501,daburuesugo-maruichi
た,DABO,dabo
た,たま,tama
た,玉置浩二,tamakikouji
た,玉置成実,tamakinami
た,田村英里子,tamuraeriko
た,田村直美,tamuranaomi
た,たむらぱん,tamurapan
た,田村ゆかり,tamurayukari
た,タモリ,tamori
た,丹下桜,tangesakura
た,ダンス☆マン,dansuman
ち,チェッカーズ,chekka-zu
ち,千聖,chisato
ち,知念里奈,chinenrina
ち,茅原実里,chiharaminori
ち,Char,cha-
ち,CHAGE,chage
ち,CHAGE＆ASKA,chageandoasuka
ち,チャットモンチー,chattomonchi-
ち,CHARA,chara
ち,CHARA+YUKI,chara-yuki
ち,チャン・グンソク,changunsoku
ち,TUBE,chu-bu
ち,チューリップ,chu-rippu
ち,超新星,choushinsei
ち,チリヌルヲワカ,chirinuruwowaka
つ,ツイスト,tsuisuto
つ,2AM,tsu-e-emu
つ,2PM,tsu-pi-emu
つ,つじあやの,tsujiayano
つ,土屋アンナ,tsuchiyaanna
つ,土屋昌巳,tsuchiyamasami
つ,椿屋四重奏,tsubakiyashijuusou
つ,露崎春女,tsuyuzakiharumi
つ,つるの剛士,tsurunotakeshi
て,day after tomorrow,deiafuta-toumoro-
て,TRF,tei-a-ruefu
て,TM NETWORK,tei-emunettowa-ku
て,T.M.Revolution,tei-emureboryu-shon
て,DJ OZMA,di-jieiozuma
て,DJ KAORI,di-jieikaori
て,DJ KAWASAKI,di-jieikawasaki
て,DJ HASEBE,di-jieihasebe
て,DJやついいちろう,di-jieiyatsuiichirou
て,T-SQUARE,tei-sukuea
て,DiVA,di-ba
て,T-BOLAN,tei-boran
て,DEEN,di-n
て,DaizyStripper,deiji-sutorippa-
て,テイ・トウワ,teitouwa
て,Dir en grey,diruangurei
て,ティン・パン・アレー,teinpan-are-
て,デーモン小暮,de-monkogure
て,テゴマス,tegomasu
て,手嶌葵,teshimaaoi
て,DEAD END,deddoendo
て,デトロイト・メタル・シティ,detoroitometarushitei
て,DEPAPEPE,depapepe
て,Def Tech,defutekku
て,寺内タケシ,terauchitakeshi
て,寺尾聰,teraoakira
て,電気グルーヴ,denkiguru-bu
て,10-FEET,tenfi-to
と,Do As Infinity,douazuinfinitei
と,TWO-MIX,tou-mikkusu
と,東儀秀樹,tougihideki
と,東京事変,toukyoujihen
と,東京女子流,toukyoujoshiryuu
と,東京スカパラダイスオーケストラ,toukyousukaparadaisuo-kesutora
と,TOKYO NO.1 SOUL SET,toukyounanba-wansourusetto
と,東京プリン,toukyoupurin
と,童子-T,doujitei-
と,堂島孝平,doujimakouhei
と,東方神起,touhoushinki
と,堂本光一,doumotokouichi
と,堂本剛,doumototsuyoshi
と,toe,to-
と,DOES,do-zu
と,トータス松本,to-tasumatsumoto
と,TOTALFAT,to-tarufatto
と,DOPING PANDA,do-pingupanda
と,DOBERMAN INC,do-beruman
と,戸川純,togawajun
と,土岐麻子,tokiasako
と,TOKIO,tokio
と,徳永英明,tokunagahideaki
と,戸松遥,tomatsuharuka
と,Tommy february6,tomi-feburari-
と,Tommy heavenly6,tomi-hebunri-
と,冨田ラボ,tomitarabo
と,TOM☆CAT,tomukyatto
と,ともさかりえ,tomosakarie
と,TOMOVSKY,tomofusuki-
と,豊崎愛生,toyosakiaki
と,TRICERATOPS,toraiseratoppusu
と,Dragon Ash,doragon-asshu
と,THE虎舞竜,toraburyuu
と,DREAMS COME TRUE,dori-muzukamutouru-
と,AAA,toripurue-
と,とんねるず,tonneruzu
な,ナイトメア,naitomea
な,9nine,nain
な,NAOTO INTI RAYMI,naotointeiraimi
な,仲井戸“CHABO”麗市,nakaidoreiichi
な,永井真理子,nagaimariko
な,中河内雅貴,nakagauchimasataka
な,中川晃教,nakagawaakinori
な,中川翔子,nakagawashouko
な,中島卓偉,nakajimatakui
な,中島美嘉,nakashimamika
な,中島みゆき,nakajimamiyuki
な,中島愛,nakajimamegumi
な,中谷美紀,nakatanimiki
な,中西圭三,nakanishikeizou
な,中西保志,nakanishiyasushi
な,中原めいこ,nakaharameiko
な,長渕剛,nagabuchitsuyoshi
な,中村あゆみ,nakamuraayumi
な,中村一義,nakamurakazuyoshi
な,中森明菜,nakamoriakina
な,中山美穂,nakayamamiho
な,渚のオールスターズ,nagisanoo-rusuta-zu
な,夏川りみ,natsukawarimi
な,Nothing's Carved In Stone,nasshingusuka-budoinsutoa
な,七尾旅人,nanaotabito
な,ナナムジカ,nanamujika
な,NUMBER GIRL,nanba-ga-ru
に,NEIL＆IRAIZA,ni-ruandoiraiza
に,二階堂和美,nikaidoukazumi
に,NICO Touches the Walls,nikotatchizuzauo-ruzu
に,西野カナ,nishinokana
に,西村由紀江,nishimurayukie
に,二千花,nichika
に,ニューエスト・モデル,nyu-esutomoderu
に,NEWS,nyu-su
に,NEW ROTEeKA,nyu-roteika
に,NIRGILIS,nirugirisu
に,人間椅子,ningen-isu
ぬ,noodles,nu-dorusu
ね,navy＆ivory,neibi-andoaibori-
ね,ネーネーズ,ne-ne-zu
ね,ねごと,negoto
の,ノースリーブス,no-suri-busu
の,NONA REEVES,no-nari-busu
の,nobodyknows+,no-badinouzu
の,乃木坂46,nogizakafo-tei-shikkusu
の,野口五郎,noguchigorou
の,NOKKO,nokko
の,Not yet,nottoietto
の,野宮真貴,nomiyamaki
は,The Birthday,ba-sudei
は,PERSONZ,pa-sonzu
は,bird,ba-do
は,BARBEE BOYS,ba-bi-bo-izu
は,BBQ CHICKENS,ba-bekyu-chikinzu
は,PEARL,pa-ru
は,HIGH and MIGHTY COLOR,haiandomaiteikara-
は,the HIATUS,haieitasu
は,Hi‐STANDARD,haisutanda-do
は,HYDE,haido
は,ハイ・ファイ・セット,haifaisetto
は,↑THE HIGH-LOWS↓,hairouzu
は,VOWWOW,bauwau
は,HOUND DOG,haundodoggu
は,葉加瀬太郎,hakasetarou
は,HAKUEI,hakuei
は,BUCK-TICK,bakuchiku
は,爆風スランプ,bakufuusuranpu
は,元ちとせ,hajimechitose
は,橋本一子,hashimotoichiko
は,HUSKING BEE,hasukingubi-
は,ぱすぽ☆,pasupo
は,秦基博,hatamotohiro
は,BACK DROP BOMB,bakkudoroppubomu
は,THE BACK HORN,bakkuho-n
は,八反安未果,hattan-amika
は,はっぴいえんど,happiiendo
は,花*花,hanahana
は,ハナレグミ,hanaregumi
は,馬場俊英,babatoshihide
は,Puffy,pafi-
は,Perfume,pafuyu-mu
は,浜崎あゆみ,hamasakiayumi
は,浜田省吾,hamadashougo
は,浜田麻里,hamadamari
は,PAMELAH,pamera
は,林原めぐみ,hayashibaramegumi
は,原田郁子,haradaikuko
は,原田真二,haradashinji
は,原田知世,haradatomoyo
は,原由子,harayuuko
は,paris match,parisumatchi
は,HARCO,haruko
は,春畑道哉,haruhatamichiya
は,HAWAIIAN6,hawaianshikkusu
は,Bank Band,bankubando
は,the band apart,bandoapa-to
は,伴都美子,bantomiko
は,BUMP OF CHICKEN,banpuobuchikin
は,VAMPS,banpusu
ひ,→Pia-no-jaC←,pianojakku
ひ,B'z,bi-zu
ひ,Theピーズ,pi-zu
ひ,B-DASH,bi-dasshu
ひ,BEAT CRUSADERS,bi-tokuruseida-zu
ひ,ビートたけし,bi-totakeshi
ひ,PIERROT,piero
ひ,ヒカシュー,hikashu-
ひ,光GENJI,hikarugenji
ひ,BEGIN,bigin
ひ,樋口了一,higuchiryouichi
ひ,髭（ＨｉＧＥ）,hige
ひ,ピコ,piko
ひ,久石譲,hisaishijou
ひ,Hysteric Blue,hisuterikkuburu-
